default,account_check_status,duration_in_month,credit_history,purpose,credit_amount,savings,present_emp_since,installment_as_income_perc,other_debtors,present_res_since,property,age,other_installment_plans,housing,credits_this_bank,job,people_under_maintenance,telephone,foreign_worker
0,3,24,1,7,5150,1,0,4,2,4,1,33,1,1,1,1,1,1,1
1,0,72,3,4,5595,2,2,2,2,2,1,24,1,1,1,1,1,0,1
0,1,24,3,4,2384,1,0,4,2,4,2,64,0,2,1,3,1,0,1
0,3,18,3,4,1453,1,1,3,2,1,2,26,1,1,1,1,1,0,1
0,3,6,3,0,1538,1,1,1,2,2,3,56,1,1,1,1,1,0,1
0,3,12,3,4,2279,4,2,4,2,4,3,37,1,0,1,1,1,1,1
0,3,15,2,4,1478,1,2,4,2,3,2,33,0,1,2,1,1,0,1
0,3,24,1,4,5103,1,1,3,2,3,3,47,1,0,3,1,1,1,1
0,0,36,2,1,9857,2,3,1,2,3,0,31,1,1,2,3,2,1,1
0,3,60,3,2,6527,4,2,4,2,4,3,34,1,0,1,1,2,1,1
0,2,10,1,4,1347,4,3,4,2,2,0,27,1,1,2,1,1,1,1
0,0,36,2,2,2862,2,0,4,2,3,3,30,1,0,1,1,1,0,1
0,3,9,3,4,2753,2,0,3,0,4,1,35,1,1,1,1,1,1,1
0,1,12,3,2,3651,0,2,1,2,3,0,31,1,1,1,1,2,0,1
0,1,15,1,7,975,1,2,2,2,3,0,25,1,1,2,1,1,0,1
0,0,15,3,5,2631,2,2,3,2,2,2,25,1,1,1,3,1,0,1
0,0,24,3,4,2896,2,1,2,2,1,1,29,1,1,1,1,1,0,1
0,1,6,1,2,4716,4,1,1,2,3,2,44,1,1,2,3,2,0,1
0,3,24,3,4,2284,1,3,4,2,2,1,28,1,1,1,1,1,1,1
0,3,6,3,3,1236,3,2,2,2,4,0,50,1,2,1,1,1,0,1
0,0,12,3,4,1103,1,3,4,1,3,2,29,1,1,2,1,1,0,0
0,3,12,1,2,926,1,4,1,2,2,0,38,1,1,1,2,1,0,1
0,3,18,1,4,1800,1,2,4,2,2,1,24,1,1,2,1,1,0,1
0,2,15,3,0,1905,1,0,4,2,4,1,40,1,2,1,0,1,1,1
1,3,12,3,7,1123,3,2,4,2,4,1,29,1,2,1,3,1,0,1
1,1,48,1,3,6331,1,0,4,2,4,3,46,1,0,2,1,1,1,1
0,2,24,3,4,1377,2,0,4,2,2,3,47,1,0,1,1,1,1,1
0,0,30,2,1,2503,2,0,4,2,2,0,41,2,1,2,1,1,0,1
0,0,27,3,1,2528,1,1,4,2,1,0,32,1,1,1,1,2,1,1
0,3,15,3,2,5324,3,0,1,2,4,3,35,1,0,1,1,1,0,1
1,0,48,3,2,6560,2,3,3,2,2,0,24,1,1,1,1,1,0,1
1,0,12,4,7,2969,1,1,4,2,3,0,25,1,2,2,1,1,0,1
0,0,9,3,4,1206,1,0,4,2,4,2,25,1,1,1,1,1,0,1
0,0,9,3,4,2118,1,2,2,2,2,2,37,1,1,1,3,2,0,1
0,3,18,1,4,629,3,0,4,2,3,0,32,0,1,2,0,1,1,1
1,1,6,0,0,1198,1,0,4,2,4,3,35,1,0,1,1,1,0,1
0,3,21,3,3,2476,4,0,4,2,4,2,46,1,1,1,0,1,1,1
0,1,9,1,4,1138,1,2,4,2,4,2,25,1,1,2,3,1,0,1
1,0,60,3,2,14027,1,3,4,2,2,3,27,1,1,1,0,1,1,1
0,3,30,1,3,7596,4,0,1,2,4,1,63,1,1,2,1,1,0,1
0,3,30,1,4,3077,4,0,3,2,2,1,40,1,1,2,1,2,1,1
0,3,18,3,4,1505,1,2,4,2,2,3,32,1,0,1,0,1,1,1
0,2,24,1,4,3148,4,2,3,2,2,1,31,1,1,2,1,1,1,1
0,0,20,4,3,6148,2,0,3,2,4,1,31,0,1,2,1,1,1,1
1,2,9,4,4,1337,1,1,4,2,2,1,34,1,1,2,0,1,1,1
1,0,6,0,0,433,0,1,4,2,2,0,24,0,2,1,1,2,0,1
1,1,12,3,2,1228,1,2,4,2,2,2,24,1,1,1,3,1,0,1
0,0,9,3,4,790,3,2,4,2,3,2,66,1,1,1,3,1,0,1
1,3,27,3,2,2570,1,2,3,2,3,2,21,1,2,1,1,1,0,1
0,3,6,1,2,250,0,2,2,2,2,2,41,0,1,2,3,1,0,1
0,3,15,1,4,1316,3,2,2,2,2,0,47,1,1,2,3,1,0,1
1,1,18,3,4,1882,1,2,4,2,4,1,25,0,2,2,1,1,0,1
1,0,48,0,1,6416,1,0,4,2,3,3,59,1,2,1,1,1,0,1
0,2,24,1,1,1275,0,2,2,2,4,2,36,1,1,2,1,1,1,1
0,0,24,2,4,6403,1,1,1,2,2,1,33,1,1,1,1,1,0,1
1,1,24,3,4,1987,1,2,2,2,4,2,21,1,2,1,3,2,0,1
0,0,8,3,4,760,1,3,4,1,2,2,44,1,1,1,3,1,0,1
0,3,24,3,3,2603,0,2,2,2,4,1,28,1,2,1,1,1,1,1
0,3,4,1,2,3380,1,3,1,2,1,2,37,1,1,1,1,2,0,1
0,0,36,0,8,3990,4,1,3,2,2,3,29,0,1,1,2,1,0,1
1,0,24,3,3,11560,1,2,1,2,4,1,23,1,2,2,0,1,0,1
0,1,18,3,2,4380,2,2,3,2,4,1,35,1,1,1,3,2,1,1
0,3,6,1,2,6761,1,3,1,2,3,3,45,1,1,2,0,2,1,1
1,0,30,4,1,4280,2,2,4,2,4,1,26,1,2,2,3,1,0,1
0,1,24,0,2,2325,2,3,2,2,3,1,32,0,1,1,1,1,0,1
0,0,10,0,4,1048,1,2,4,2,4,2,23,2,1,1,3,1,0,1
0,3,21,3,4,3160,4,0,4,2,3,0,41,1,1,1,1,1,1,1
0,1,24,0,7,2483,3,2,4,2,4,2,22,2,1,1,1,1,1,1
0,1,39,1,7,14179,4,3,4,2,4,0,30,1,1,2,0,1,1,1
0,1,13,1,1,1797,1,1,3,2,1,0,28,0,1,2,3,1,0,1
0,1,15,3,2,2511,1,4,1,2,4,1,23,1,2,1,1,1,0,1
1,1,12,3,2,1274,1,1,3,2,1,2,37,1,1,1,3,1,0,1
0,3,21,3,3,5248,4,2,1,2,3,1,26,1,1,1,1,1,0,1
0,3,15,3,3,3029,1,3,2,2,2,1,33,1,1,1,1,1,0,1
0,1,6,3,7,428,1,0,2,2,1,0,49,0,1,1,1,1,1,1
1,1,18,3,2,976,1,1,1,2,2,1,23,1,1,1,3,1,0,1
0,0,12,3,1,841,2,3,2,2,4,2,23,1,2,1,3,1,0,1
0,3,30,1,4,5771,1,3,4,2,2,1,25,1,1,2,1,1,0,1
1,3,12,2,5,1555,0,0,4,2,4,3,55,1,0,2,1,2,0,1
1,1,24,3,2,1285,4,3,4,2,4,3,32,1,2,1,1,1,0,1
0,2,6,1,2,1299,1,2,1,2,1,2,74,1,1,3,2,2,0,0
1,2,15,1,4,1271,4,2,3,2,4,3,39,1,0,2,1,1,1,1
0,3,24,3,2,1393,1,2,2,1,2,2,31,1,1,1,1,1,1,1
1,1,12,1,2,691,1,0,4,2,3,0,35,1,1,2,1,1,0,1
0,3,15,1,2,5045,4,0,1,2,4,1,59,1,1,1,1,1,1,1
1,1,18,1,7,2124,1,2,4,2,4,2,24,1,2,2,1,1,0,1
0,1,12,3,4,2214,1,2,4,2,3,0,24,1,1,1,3,1,0,1
1,3,21,1,2,12680,4,0,4,2,4,3,30,1,0,1,0,1,1,1
0,3,24,1,2,2463,2,3,4,2,3,0,27,1,1,2,1,1,1,1
0,0,12,3,4,1155,1,0,3,1,3,2,40,0,1,2,3,1,0,1
1,1,30,3,7,3108,1,1,2,2,4,0,31,1,1,1,3,1,0,1
0,3,10,3,3,2901,4,1,1,2,4,2,31,1,2,1,1,1,0,1
0,0,12,1,7,3617,1,0,1,2,4,1,28,1,2,3,1,1,1,1
0,3,12,1,4,1655,1,0,2,2,4,2,63,1,1,2,3,1,1,1
0,1,24,3,3,2812,4,0,2,2,4,2,26,1,2,1,1,1,0,1
1,1,36,1,0,8065,1,2,3,2,2,3,25,1,1,2,0,1,1,1
0,3,21,1,3,3275,1,0,1,2,4,1,36,1,1,1,0,1,1,1
0,3,24,1,4,2223,2,0,4,2,4,0,52,0,1,2,1,1,0,1
0,2,12,1,2,1480,3,4,2,2,4,3,66,0,0,3,2,1,0,1
1,1,24,3,2,1371,4,2,4,2,4,2,25,1,2,1,1,1,0,1
0,3,36,1,2,3535,1,3,4,2,4,1,37,1,1,2,1,1,1,1
0,1,18,3,4,3509,1,3,4,1,1,2,25,1,1,1,1,1,0,1
0,3,36,1,3,5711,0,0,4,2,2,1,38,1,1,2,0,1,1,1
0,0,18,3,5,3872,1,4,2,2,4,1,67,1,1,1,1,1,1,1
1,0,39,1,4,4933,1,3,2,1,2,2,25,1,1,2,1,1,0,1
0,3,24,1,2,1940,0,0,4,2,4,2,60,1,1,1,1,1,1,1
0,0,12,4,9,1410,1,2,2,2,2,2,31,1,1,1,3,1,1,1
1,0,12,3,2,836,2,1,4,2,2,0,23,0,1,1,3,1,0,1
0,0,20,3,3,6468,4,4,1,2,4,2,60,1,1,1,0,1,1,1
0,0,18,3,1,1941,0,2,4,2,2,0,35,1,1,1,3,1,1,1
0,3,22,3,4,2675,3,0,3,2,4,1,40,1,1,1,1,1,0,1
0,3,48,1,3,2751,4,0,4,2,3,1,38,1,1,2,1,2,1,1
1,0,48,2,0,6224,1,0,4,2,4,3,50,1,0,1,1,1,0,1
1,1,40,1,0,5998,1,2,4,2,3,3,27,0,1,1,1,1,1,1
1,0,21,3,1,1188,1,0,2,2,4,0,39,1,1,1,1,2,0,1
0,3,24,3,3,6313,4,0,3,2,4,1,41,1,1,1,0,2,1,1
0,3,6,1,7,1221,4,2,1,2,2,0,27,1,1,2,1,1,0,1
0,2,24,3,7,2892,1,0,3,2,4,3,51,1,0,1,1,1,0,1
0,3,24,3,7,3062,3,0,4,2,3,3,32,1,2,1,1,1,1,1
0,3,9,3,7,2301,2,1,2,2,4,0,22,1,2,1,1,1,0,1
1,1,18,3,3,7511,4,0,1,2,4,0,51,1,0,1,1,2,1,1
0,3,12,1,7,1258,1,1,2,2,4,0,22,1,2,2,3,1,0,1
0,3,24,2,2,717,4,0,4,2,4,1,54,1,1,2,1,1,1,1
0,0,9,3,2,1549,4,1,4,2,2,2,35,1,1,1,2,1,0,1
0,3,24,1,0,1597,1,0,4,2,4,3,54,1,0,2,1,2,0,1
0,0,18,1,4,1795,1,0,3,1,4,2,48,0,2,2,3,1,1,1
0,1,20,1,7,4272,1,0,1,2,4,0,24,1,1,2,1,1,0,1
0,3,12,1,4,976,4,0,4,2,4,1,35,1,1,2,1,1,0,1
0,0,12,3,2,7472,4,4,1,2,2,2,24,1,2,1,2,1,0,1
1,1,36,3,2,9271,1,3,2,2,1,1,24,1,1,1,1,1,1,1
0,0,6,3,4,590,1,1,3,2,3,2,26,1,1,1,3,1,0,0
0,3,12,1,4,930,4,0,4,2,4,2,65,1,1,4,1,1,0,1
0,0,42,0,3,9283,1,4,1,2,2,3,55,0,0,1,0,1,1,1
1,0,15,4,2,1778,1,1,2,2,1,2,26,1,2,2,2,1,0,1
0,0,8,3,1,907,1,1,3,2,2,2,26,1,1,1,1,1,1,1
0,0,6,3,4,484,1,3,3,1,3,2,28,0,1,1,3,1,0,1
1,1,36,1,3,9629,1,3,4,2,4,1,24,1,1,2,1,1,1,1
1,1,48,3,8,3051,1,2,3,2,4,1,54,1,1,1,1,1,0,1
1,1,48,3,2,3931,1,3,4,2,4,3,46,1,0,1,1,2,0,1
0,0,36,2,2,7432,1,2,2,2,2,0,54,1,2,1,1,1,0,1
0,3,6,3,8,1338,3,2,1,2,4,2,62,1,1,1,1,1,0,1
0,3,6,1,4,1554,1,3,1,2,2,1,24,1,2,2,1,1,1,1
0,1,36,3,6,15857,1,4,2,0,3,1,43,1,1,1,0,1,0,1
1,1,18,3,4,1345,1,2,4,2,3,2,26,0,1,1,1,1,0,1
0,3,12,3,2,1101,1,2,3,2,2,2,27,1,1,2,1,1,1,1
0,2,12,3,4,3016,1,2,3,2,1,1,24,1,1,1,1,1,0,1
1,1,36,3,7,2712,1,0,2,2,2,0,41,0,1,1,1,2,0,1
0,1,8,1,2,731,1,0,4,2,4,2,47,1,1,2,3,1,0,1
0,3,18,1,7,3780,1,1,3,2,2,1,35,1,1,2,0,1,1,1
0,1,21,1,2,1602,1,0,4,2,3,1,30,1,1,2,1,1,1,1
1,1,18,1,2,3966,1,0,1,2,4,2,33,0,2,3,1,1,1,1
1,3,18,4,1,4165,1,2,2,2,2,1,36,2,1,2,1,2,0,1
1,1,36,3,3,8335,4,0,3,2,4,3,47,1,0,1,1,1,0,1
0,0,48,2,1,6681,4,2,4,2,4,3,38,1,0,1,1,2,1,1
0,3,24,2,1,2375,3,2,4,2,2,1,44,1,1,2,1,2,1,1
1,1,18,3,2,1216,1,1,4,2,3,1,23,1,2,1,1,1,1,1
1,1,45,4,1,11816,1,0,2,2,4,1,29,1,2,2,1,1,0,1
0,0,24,3,4,5084,4,0,2,2,4,1,42,1,1,1,1,1,1,1
1,2,15,3,4,2327,1,1,2,2,3,2,25,1,1,1,3,1,0,1
1,1,12,4,2,1082,1,2,4,2,4,1,48,0,1,2,1,1,0,1
0,3,12,3,4,886,4,2,4,2,2,1,21,1,1,1,1,1,0,1
0,3,4,3,7,601,1,1,1,2,3,2,23,1,2,1,3,2,0,1
0,1,24,1,3,2957,1,0,4,2,4,0,63,1,1,2,1,1,1,1
0,3,24,1,4,2611,1,0,4,0,3,2,46,1,1,2,1,1,0,1
1,1,36,3,7,5179,1,3,4,2,2,0,29,1,1,1,1,1,0,1
0,3,21,2,3,2993,1,2,3,2,2,2,28,2,1,2,3,1,0,1
1,3,18,3,5,1943,1,1,4,2,4,2,23,1,1,1,1,1,0,1
0,3,24,0,1,1559,1,3,4,2,4,1,50,0,1,1,1,1,1,1
0,3,18,3,7,3422,1,0,4,2,4,0,47,0,1,3,1,2,1,1
0,0,21,3,7,3976,4,3,2,2,3,1,35,1,1,1,1,1,1,1
1,3,18,3,2,6761,4,2,2,2,4,1,68,1,2,2,1,1,0,1
0,3,24,3,2,1249,1,1,4,2,2,2,28,1,1,1,1,1,0,1
0,1,9,3,4,1364,1,3,3,2,4,2,59,1,1,1,1,1,0,1
1,1,12,3,4,709,1,0,4,2,4,2,57,2,1,1,3,1,0,1
1,1,20,1,2,2235,1,2,4,1,2,0,33,0,2,2,1,1,0,0
0,3,24,1,3,4042,4,3,3,2,4,0,43,1,1,2,1,1,1,1
0,3,15,1,4,1471,1,2,4,2,4,3,35,1,0,2,1,1,1,1
1,1,18,0,2,1442,1,3,4,2,4,3,32,1,0,2,3,2,0,1
0,3,36,2,2,10875,1,0,2,2,2,1,45,1,1,2,1,2,1,1
0,3,24,3,2,1474,2,1,4,2,3,2,33,1,1,1,1,1,1,1
0,3,10,3,9,894,4,3,4,2,3,0,40,1,1,1,1,1,1,1
0,3,15,1,7,3343,1,2,4,2,2,3,28,1,0,1,1,1,1,1
1,1,15,3,2,3959,1,2,3,2,2,0,29,1,1,1,1,1,1,1
0,3,9,3,2,3577,2,2,1,1,2,2,26,1,2,1,1,2,0,0
0,3,24,1,3,5804,0,2,4,2,2,2,27,1,1,2,1,1,0,1
1,3,18,2,1,2169,1,2,4,2,2,1,28,1,1,1,1,1,1,1
1,1,24,3,4,2439,1,1,4,2,4,2,35,1,1,1,1,1,1,1
0,3,27,1,7,4526,0,1,4,2,2,2,32,2,1,2,3,2,1,1
1,3,10,3,7,2210,1,2,2,2,2,2,25,0,2,1,3,1,0,1
0,3,15,3,7,2221,3,2,2,2,4,1,20,1,2,1,1,1,0,1
0,1,18,3,4,2389,1,1,4,2,1,1,27,2,1,1,1,1,0,1
0,3,12,1,7,3331,1,0,2,2,4,0,42,2,1,1,1,1,0,1
0,3,36,3,1,7409,4,0,3,2,2,0,37,1,1,2,1,1,0,1
0,1,12,3,7,652,1,0,4,2,4,0,24,1,2,1,1,1,0,1
0,3,36,2,7,7678,3,3,2,2,4,1,40,1,1,2,1,1,1,1
0,2,6,1,2,1343,1,0,1,2,4,2,46,1,1,2,1,2,0,0
0,1,24,1,1,1382,2,3,4,2,1,2,26,1,1,2,1,1,1,1
0,3,15,3,8,874,4,1,4,2,1,2,24,1,1,1,1,1,0,1
0,1,12,3,7,3590,1,2,2,0,2,0,29,1,1,1,3,2,0,1
0,0,11,1,2,1322,0,2,4,2,4,1,40,1,1,2,1,1,0,1
0,1,18,0,4,1940,1,1,3,0,4,3,36,0,0,1,0,1,1,1
0,3,36,3,4,3595,1,0,4,2,2,1,28,1,1,1,1,1,0,1
1,1,9,3,2,1422,1,1,3,2,2,3,27,1,0,1,0,1,1,1
0,3,30,1,4,6742,4,3,2,2,3,0,36,1,1,2,1,1,0,1
0,3,24,3,3,7814,1,3,3,2,3,1,38,1,1,1,0,1,1,1
0,3,24,3,3,9277,4,2,2,2,4,3,48,1,0,1,1,1,1,1
0,0,30,1,2,2181,4,0,4,2,4,2,36,1,1,2,1,1,0,1
0,3,18,1,4,1098,1,4,4,2,4,1,65,1,1,2,2,1,0,1
1,0,24,3,7,4057,1,3,3,2,3,1,43,1,1,1,1,1,1,1
1,1,12,3,0,795,1,1,4,2,4,0,53,1,1,1,1,1,0,1
0,0,24,1,1,2825,4,3,4,2,3,3,34,1,1,2,1,2,1,1
1,0,48,3,1,15672,1,2,2,2,2,1,23,1,1,1,1,1,1,1
0,3,36,1,2,6614,1,0,4,2,4,1,34,1,1,2,0,1,1,1
0,3,28,0,3,7824,4,1,3,1,4,2,40,0,2,2,1,2,1,1
0,1,27,1,1,2442,1,0,4,2,4,1,43,2,1,4,0,2,1,1
0,3,15,1,4,1829,1,0,4,2,4,1,46,1,1,2,1,1,1,1
0,1,12,1,2,2171,1,2,4,2,4,0,38,0,1,2,3,1,0,0
0,0,36,1,3,5800,1,2,3,2,4,1,34,1,1,2,1,1,1,1
0,3,18,1,4,1169,4,2,4,2,3,0,29,1,1,2,1,1,1,1
0,3,36,2,3,8947,4,3,3,2,2,1,31,2,1,1,0,2,1,1
0,1,21,3,4,2606,1,1,4,2,4,0,28,1,2,1,0,1,1,1
0,3,12,1,7,1592,0,3,3,2,2,0,35,1,1,1,1,1,0,0
0,3,15,3,7,2186,4,3,1,2,4,2,33,0,2,1,3,1,0,1
1,1,18,3,7,4153,1,2,2,0,3,1,42,1,1,1,1,1,0,1
1,1,16,1,2,2625,1,0,2,1,4,0,43,0,2,1,1,1,1,1
0,3,20,1,2,3485,4,1,2,2,4,2,44,1,1,2,1,1,1,1
0,3,36,1,3,10477,4,0,2,2,4,3,42,1,0,2,1,1,0,1
0,3,15,3,4,1386,4,2,4,2,2,2,40,1,2,1,1,1,1,1
0,3,24,3,4,1278,1,0,4,2,1,2,36,1,1,1,0,1,1,1
0,1,12,3,4,1107,1,2,2,2,2,2,20,1,2,1,0,2,1,1
0,1,21,3,2,3763,4,3,2,0,2,2,24,1,1,1,3,1,0,0
0,0,36,3,0,3711,4,2,2,2,2,1,27,1,1,1,1,1,0,1
0,3,15,2,3,3594,1,1,1,2,2,0,46,1,1,2,3,1,0,1
0,0,9,3,2,3195,4,2,1,2,2,2,33,1,1,1,3,1,0,1
0,3,36,2,4,4454,1,2,4,2,4,2,34,1,1,2,1,1,0,1
1,0,24,1,7,4736,1,1,2,2,4,1,25,0,1,1,3,1,0,1
0,0,30,3,4,2991,4,0,2,2,4,1,25,1,1,1,1,1,0,1
0,3,11,3,1,2142,0,0,1,2,2,2,28,1,1,1,1,1,1,1
1,1,24,0,1,3161,1,2,4,2,2,0,31,1,2,1,1,1,1,1
1,0,48,4,6,18424,1,2,1,2,2,0,32,0,1,1,0,1,1,0
0,3,10,3,3,2848,2,2,1,0,2,2,32,1,1,1,1,2,0,1
1,1,6,3,2,14896,1,0,1,2,4,3,68,0,1,1,0,1,1,1
1,1,24,3,7,2359,2,4,1,2,1,0,33,1,1,1,1,1,0,1
1,1,24,3,7,3345,1,0,4,2,2,0,39,1,2,1,0,1,1,1
0,3,18,1,7,1817,1,2,4,2,2,3,28,1,1,2,1,1,0,1
0,3,48,2,4,12749,3,3,4,2,1,1,37,1,1,1,0,1,1,1
1,1,9,3,4,1366,1,1,3,2,4,0,22,1,2,1,1,1,0,1
0,0,12,3,2,2002,1,3,3,2,4,0,30,1,2,1,1,2,1,1
1,1,24,0,7,6872,1,1,2,2,1,0,55,0,1,1,1,1,1,1
1,1,12,0,2,697,1,1,4,2,2,1,46,0,1,2,1,1,1,1
0,1,18,1,7,1049,1,1,4,2,4,0,21,1,2,1,1,1,0,1
1,1,48,3,3,10297,1,3,4,2,4,3,39,2,0,3,1,2,1,1
0,3,30,3,4,1867,4,0,4,2,4,1,58,1,1,1,1,1,1,1
0,1,12,2,2,1344,1,2,4,2,2,2,43,1,1,2,3,2,0,1
0,1,24,3,7,1747,1,1,4,0,1,0,24,1,1,1,3,1,0,0
1,0,9,3,4,1670,1,1,4,2,2,1,22,1,1,1,1,1,1,1
0,3,9,1,2,1224,1,2,3,2,1,2,30,1,1,2,1,1,0,1
0,3,12,1,4,522,3,0,4,2,4,0,42,1,1,2,1,2,1,1
0,1,12,3,4,1498,1,2,4,2,1,1,23,0,1,1,1,1,0,1
1,0,30,2,4,1919,2,1,4,2,3,3,30,2,1,2,0,1,0,1
1,2,9,3,4,745,1,2,3,2,2,2,28,1,1,1,3,1,0,1
0,0,6,3,4,2063,1,1,4,2,3,1,30,1,2,1,0,1,1,1
1,0,60,3,0,6288,1,2,4,2,4,3,42,1,0,1,1,1,0,1
0,3,24,1,3,6842,4,2,2,2,4,0,46,1,1,2,0,2,1,1
0,3,12,3,2,3527,4,1,2,2,3,0,45,1,1,1,0,2,1,1
0,3,10,3,2,1546,1,2,3,2,2,2,31,1,1,1,3,2,0,0
0,3,24,3,7,929,4,3,4,2,2,1,31,2,1,1,1,1,1,1
0,3,4,1,2,1455,1,3,2,2,1,2,42,1,1,3,3,2,0,1
0,1,15,3,7,1845,1,1,4,1,1,0,46,1,2,1,1,1,0,1
0,0,48,4,2,8358,3,1,1,2,1,1,30,1,1,2,1,1,0,1
1,1,24,0,7,3349,3,1,4,2,4,3,30,1,0,1,1,2,1,1
0,3,12,3,2,2859,4,4,4,2,4,3,38,1,1,1,0,1,1,1
1,3,18,3,7,1533,1,1,4,0,1,0,43,1,1,1,3,2,0,1
1,3,24,3,4,3621,2,0,2,2,4,1,31,1,1,2,1,1,0,1
0,0,18,1,1,3590,1,4,3,2,3,1,40,1,1,3,2,2,1,1
1,1,36,2,1,2145,1,3,2,2,1,1,24,1,1,2,1,1,1,1
1,0,24,3,3,4113,3,1,3,2,4,1,28,1,2,1,1,1,0,1
1,3,36,3,7,10974,1,4,4,2,2,1,26,1,1,2,0,1,1,1
0,1,12,3,2,1893,1,2,4,1,4,0,29,1,1,1,1,1,1,1
0,1,24,1,4,1231,0,0,4,2,4,0,57,1,2,2,0,1,1,1
0,2,30,1,4,3656,4,0,4,2,4,0,49,2,1,2,3,1,0,1
0,0,9,1,4,1154,1,0,2,2,4,2,37,1,1,3,3,1,0,1
1,1,28,3,2,4006,1,2,3,2,2,1,45,1,1,1,3,1,0,1
0,0,24,3,7,3069,2,0,4,2,4,3,30,1,0,1,1,1,0,1
0,3,6,1,4,1740,1,0,2,2,2,2,30,1,2,2,1,1,0,1
0,0,21,2,2,2353,1,2,1,2,4,0,47,1,1,2,1,1,0,1
0,3,15,3,2,3556,4,2,3,2,2,3,29,1,1,1,1,1,0,1
1,3,24,3,4,2397,3,0,3,2,2,1,35,0,1,2,1,1,1,1
0,0,6,3,5,454,1,1,3,2,1,0,22,1,1,1,3,1,0,1
0,0,30,3,4,1715,4,2,4,2,1,1,26,1,1,1,1,1,0,1
1,0,27,1,4,2520,3,2,4,2,2,0,23,1,1,2,3,1,0,1
0,3,15,3,4,3568,1,0,4,2,2,1,54,0,2,1,0,1,1,1
0,3,42,3,4,7166,4,3,2,2,4,0,29,1,2,1,1,1,1,1
0,1,11,1,2,3939,1,2,1,2,2,2,40,1,1,2,3,2,0,1
0,0,15,3,5,1514,2,2,4,1,2,2,22,1,1,1,1,1,0,1
0,3,24,3,2,7393,1,2,1,2,4,0,43,1,1,1,3,2,0,1
1,1,24,0,2,1193,1,4,1,0,4,3,29,1,2,2,2,1,0,1
1,1,60,3,1,7297,1,0,4,0,4,3,36,1,2,1,1,1,0,1
0,3,30,1,4,2831,1,2,4,2,2,1,33,1,1,1,1,1,1,1
0,2,24,3,4,1258,3,2,3,2,3,1,57,1,1,1,3,1,0,1
0,0,6,3,4,753,1,2,2,1,3,2,64,1,1,1,1,1,0,1
0,0,18,2,1,2427,4,0,4,2,2,0,42,1,1,2,1,1,0,1
1,3,24,2,2,2538,1,0,4,2,4,1,47,1,1,2,3,2,0,1
1,0,15,0,2,1264,2,2,2,2,2,0,25,1,2,1,1,1,0,1
1,0,30,1,7,8386,1,3,2,2,2,0,49,1,1,1,1,1,0,1
1,3,48,3,1,4844,1,4,3,2,2,1,33,0,2,1,0,1,1,1
0,2,21,3,2,2923,2,2,1,2,1,1,28,0,1,1,0,1,1,1
1,1,36,3,3,8229,1,2,2,2,2,0,26,1,1,1,1,2,0,1
0,3,24,1,7,2028,1,3,2,2,2,0,30,1,1,2,3,1,0,1
0,1,15,1,7,1433,1,2,4,2,3,0,25,1,2,2,1,1,0,1
0,2,42,4,1,6289,1,1,2,2,1,0,33,1,1,2,1,1,0,1
0,3,13,3,4,1409,2,4,2,2,4,2,64,1,1,1,1,1,0,1
0,1,24,3,3,6579,1,4,4,2,2,3,29,1,0,1,0,1,1,1
0,0,24,1,4,1743,1,0,4,2,2,0,48,1,1,2,3,1,0,1
0,3,12,1,0,3565,4,1,2,2,1,0,37,1,1,2,3,2,0,1
0,3,15,0,4,1569,2,0,4,2,4,1,34,0,1,1,3,2,0,1
0,1,18,3,4,1936,4,3,2,2,4,1,23,1,2,2,3,1,0,1
0,1,36,3,7,3959,1,4,4,2,3,0,30,1,1,1,0,1,1,1
0,3,12,3,2,2390,4,0,4,2,3,1,50,1,1,1,1,1,1,1
0,3,12,3,7,1736,1,3,3,2,4,2,31,1,1,1,3,1,0,1
0,1,30,3,3,3857,1,2,4,2,4,0,40,1,1,1,0,1,1,1
0,3,12,3,4,804,1,0,4,2,4,1,38,1,1,1,1,1,0,1
1,1,45,3,4,1845,1,2,4,2,4,3,23,1,0,1,1,1,1,1
0,0,45,1,3,4576,2,4,3,2,4,1,27,1,1,1,1,1,0,1
